cluster_id,anon_item_id,anon_slr_id,vs,vb,rounds_total,s0,b1,s1,b2,s2,b3,s3
0,11,0,58,54,2,70,10,62,22.0,58,,
0,12,0,74,50,1,98,22,D,,,,
0,12,0,74,50,2,90,10,86,10.0,D,,
0,12,0,74,50,2,74,46,74,46.0,D,,
0,12,0,74,50,2,78,54,78,54.0,D,,
0,12,0,74,50,2,98,62,82,62.0,74,,
0,12,0,74,50,2,78,10,74,10.0,D,,
0,12,0,74,50,1,86,62,D,,,,
0,12,0,74,50,3,78,62,74,66.0,74,66.0,D
0,12,0,74,50,2,78,38,78,38.0,78,,
0,13,0,90,82,3,98,34,98,62.0,90,70.0,90
0,13,0,90,82,2,94,82,94,86.0,D,,
0,13,0,90,82,2,98,62,90,82.0,D,,
0,13,0,90,82,3,98,22,98,42.0,98,46.0,98
0,13,0,90,82,2,94,30,90,34.0,D,,
0,13,0,90,82,3,98,46,98,50.0,94,54.0,94
0,13,0,90,82,2,94,34,90,82.0,D,,
0,13,0,90,82,3,94,70,90,74.0,90,74.0,90
0,13,0,90,82,1,90,54,D,,,,
0,13,0,90,82,1,98,78,94,,,,
0,13,0,90,82,1,90,38,D,,,,
0,13,0,90,82,3,98,50,98,70.0,90,70.0,90
0,13,0,90,82,2,98,78,98,86.0,D,,
0,14,0,78,70,3,78,18,78,18.0,78,18.0,D
0,14,0,78,70,1,86,14,D,,,,
0,14,0,78,70,3,98,10,94,10.0,86,10.0,78
0,14,0,78,70,3,82,26,78,34.0,78,38.0,D
0,14,0,78,70,3,82,74,82,74.0,78,74.0,D
0,15,1,82,66,2,90,18,86,38.0,D,,
0,15,1,82,66,2,86,54,82,54.0,D,,
0,15,1,82,66,1,82,78,D,,,,
0,15,1,82,66,1,98,58,D,,,,
0,15,1,82,66,2,86,26,82,38.0,82,,
0,15,1,82,66,1,98,10,D,,,,
0,15,1,82,66,1,86,14,D,,,,
0,15,1,82,66,3,98,58,86,58.0,82,66.0,82
0,15,1,82,66,1,82,66,D,,,,
0,15,1,82,66,2,94,70,94,90.0,A,,
0,16,1,58,46,2,82,26,58,30.0,D,,
0,16,1,58,46,2,78,26,58,26.0,D,,
0,17,1,82,70,1,94,10,D,,,,
0,17,1,82,70,2,94,66,82,74.0,D,,
0,17,1,82,70,1,94,58,D,,,,
0,17,1,82,70,2,94,58,90,66.0,82,,
0,17,1,82,70,2,94,54,86,54.0,82,,
0,18,1,86,78,1,90,74,D,,,,
0,18,1,86,78,2,86,58,86,66.0,D,,
0,18,1,86,78,1,90,14,D,,,,
0,18,1,86,78,1,90,50,86,,,,
0,18,1,86,78,3,98,30,94,54.0,86,58.0,86
0,18,1,86,78,1,98,54,86,,,,
0,18,1,86,78,1,90,62,D,,,,
0,18,1,86,78,1,86,54,D,,,,
0,18,1,86,78,3,98,26,94,46.0,90,82.0,86
0,18,1,86,78,1,90,74,D,,,,
0,18,1,86,78,1,98,18,86,,,,
0,19,1,50,94,2,98,18,82,18.0,D,,
0,19,1,50,94,3,62,30,54,30.0,54,30.0,50
0,20,1,94,66,2,94,18,94,58.0,94,,
0,20,1,94,66,1,98,58,D,,,,
0,20,1,94,66,2,98,50,94,54.0,94,,
0,20,1,94,66,1,94,14,D,,,,
0,20,1,94,66,1,94,74,94,,,,
0,20,1,94,66,3,94,10,94,14.0,94,14.0,94
0,20,1,94,66,3,94,90,94,90.0,94,90.0,94
0,21,1,86,14,3,98,54,94,54.0,86,54.0,86
0,21,1,86,14,1,86,10,D,,,,
0,21,1,86,14,2,90,22,86,58.0,D,,
0,21,1,86,14,3,90,14,90,18.0,86,18.0,D
0,21,1,86,14,1,94,30,D,,,,
0,22,1,62,78,3,66,42,62,46.0,62,50.0,D
0,22,1,62,78,1,94,18,78,,,,
0,22,1,62,78,2,94,26,78,30.0,62,,
0,22,1,62,78,1,98,62,90,,,,
0,22,1,62,78,3,78,26,74,50.0,70,58.0,70
0,22,1,62,78,3,66,10,62,10.0,62,46.0,62
0,22,1,62,78,1,82,30,70,,,,
0,22,1,62,78,3,70,14,66,38.0,66,46.0,D
0,22,1,62,78,1,90,34,62,,,,
0,22,1,62,78,1,62,50,D,,,,
0,23,1,98,30,2,98,46,98,50.0,D,,
0,23,1,98,30,3,98,38,98,42.0,98,46.0,98
0,23,1,98,30,1,98,14,98,,,,
0,23,1,98,30,1,98,66,D,,,,
0,23,1,98,30,1,98,18,D,,,,
0,23,1,98,30,2,98,18,98,46.0,D,,
0,24,1,70,38,1,82,38,74,,,,
0,24,1,70,38,1,98,22,82,,,,
0,24,1,70,38,1,74,46,D,,,,
0,24,1,70,38,2,86,50,86,58.0,D,,
0,24,1,70,38,3,78,14,74,22.0,70,30.0,D
0,25,1,78,74,1,90,66,78,,,,
0,25,1,78,74,1,86,54,D,,,,
0,25,1,78,74,3,82,38,82,58.0,78,62.0,78
0,25,1,78,74,1,98,78,86,,,,
0,25,1,78,74,2,78,46,78,46.0,D,,
0,25,1,78,74,3,90,10,90,14.0,86,26.0,D
0,25,1,78,74,3,94,70,94,70.0,90,74.0,82
0,25,1,78,74,3,98,66,94,66.0,86,74.0,82
0,25,1,78,74,1,82,46,D,,,,
0,25,1,78,74,3,86,66,78,66.0,78,66.0,D
0,25,1,78,74,2,98,78,90,82.0,A,,
0,25,1,78,74,3,86,70,86,70.0,86,70.0,78
0,26,1,22,42,1,26,10,D,,,,
0,26,1,22,42,3,98,10,42,10.0,34,18.0,D
0,26,1,22,42,3,50,10,42,10.0,38,10.0,26
0,27,1,74,94,2,86,42,74,62.0,D,,
0,27,1,74,94,1,86,50,74,,,,
0,27,1,74,94,3,94,46,82,50.0,74,50.0,D
0,27,1,74,94,1,98,46,94,,,,
0,27,1,74,94,2,78,10,74,38.0,D,,
0,27,1,74,94,2,90,10,78,50.0,D,,
0,27,1,74,94,3,86,14,74,22.0,74,26.0,74
0,27,1,74,94,1,78,10,74,,,,
0,27,1,74,94,1,78,70,D,,,,
0,27,1,74,94,2,82,14,74,14.0,D,,
0,27,1,74,94,1,82,38,82,,,,
0,27,1,74,94,3,94,18,78,18.0,78,46.0,D
0,27,1,74,94,1,74,42,D,,,,
0,27,1,74,94,3,90,18,82,22.0,74,26.0,74
0,28,1,70,78,1,98,34,78,,,,
0,28,1,70,78,1,82,66,D,,,,
0,28,1,70,78,3,86,10,74,14.0,70,14.0,D
0,28,1,70,78,3,78,62,70,62.0,70,62.0,70
0,28,1,70,78,3,86,26,86,30.0,78,30.0,D
0,28,1,70,78,3,94,38,78,42.0,70,66.0,D
0,28,1,70,78,3,74,42,74,42.0,70,42.0,D
0,28,1,70,78,1,82,34,D,,,,
0,28,1,70,78,3,98,26,90,26.0,74,26.0,D
0,28,1,70,78,1,70,46,D,,,,
0,29,1,26,54,2,54,14,30,14.0,D,,
0,29,1,26,54,3,62,26,54,30.0,38,30.0,A
0,29,1,26,54,1,70,42,A,,,,
0,29,1,26,54,3,58,22,26,22.0,26,22.0,26
0,29,1,26,54,1,30,10,D,,,,
0,29,1,26,54,2,34,10,26,10.0,D,,
0,29,1,26,54,2,90,10,54,14.0,42,,
0,29,1,26,54,1,46,10,D,,,,
0,29,1,26,54,1,82,10,78,,,,
0,29,1,26,54,2,26,10,26,10.0,D,,
0,30,2,78,74,2,90,30,82,42.0,D,,
0,30,2,78,74,1,82,34,78,,,,
0,30,2,78,74,1,78,14,D,,,,
0,30,2,78,74,3,90,22,86,46.0,82,74.0,D
0,30,2,78,74,2,90,30,82,62.0,D,,
0,31,2,86,98,3,90,22,86,22.0,86,30.0,86
0,31,2,86,98,1,90,58,86,,,,
0,31,2,86,98,1,90,30,86,,,,
0,31,2,86,98,2,94,34,86,46.0,D,,
0,31,2,86,98,1,86,14,D,,,,
0,31,2,86,98,1,90,18,D,,,,
0,31,2,86,98,3,90,46,90,66.0,90,86.0,A
0,31,2,86,98,2,94,10,94,46.0,86,,
0,31,2,86,98,2,94,30,90,30.0,D,,
0,31,2,86,98,3,98,14,86,26.0,86,30.0,86
0,31,2,86,98,1,94,66,86,,,,
0,32,2,98,46,2,98,10,98,10.0,98,,
0,32,2,98,46,2,98,10,98,10.0,D,,
0,32,2,98,46,2,98,42,98,94.0,D,,
0,32,2,98,46,1,98,38,D,,,,
0,32,2,98,46,2,98,10,98,14.0,D,,
0,32,2,98,46,2,98,34,98,34.0,D,,
0,33,2,98,22,2,98,50,98,62.0,D,,
0,33,2,98,22,1,98,54,D,,,,
0,33,2,98,22,1,98,14,D,,,,
0,33,2,98,22,1,98,10,D,,,,
0,33,2,98,22,3,98,26,98,46.0,98,46.0,D
0,33,2,98,22,2,98,10,98,10.0,D,,
0,33,2,98,22,3,98,34,98,50.0,98,50.0,D
0,33,2,98,22,1,98,22,98,,,,
0,33,2,98,22,1,98,46,D,,,,
0,33,2,98,22,1,98,18,D,,,,
0,33,2,98,22,1,98,10,D,,,,
0,33,2,98,22,3,98,10,98,10.0,98,10.0,D
0,33,2,98,22,2,98,26,98,54.0,D,,
0,33,2,98,22,1,98,42,D,,,,
0,34,2,74,86,1,78,50,D,,,,
0,34,2,74,86,2,98,66,82,70.0,78,,
0,34,2,74,86,3,82,54,82,62.0,74,62.0,D
0,34,2,74,86,1,90,50,D,,,,
0,34,2,74,86,3,82,30,82,54.0,82,62.0,78
0,34,2,74,86,2,94,66,74,66.0,D,,
0,34,2,74,86,2,90,54,86,54.0,D,,
0,34,2,74,86,1,86,22,82,,,,
0,34,2,74,86,2,90,66,82,70.0,D,,
0,34,2,74,86,2,78,30,78,46.0,D,,
0,34,2,74,86,1,86,58,74,,,,
0,34,2,74,86,3,78,50,78,50.0,78,58.0,D
0,35,2,66,46,2,82,18,82,18.0,70,,
0,35,2,66,46,3,78,10,70,10.0,66,10.0,66
0,35,2,66,46,2,94,10,82,14.0,74,,
0,35,2,66,46,1,70,46,D,,,,
0,35,2,66,46,1,70,10,D,,,,
0,35,2,66,46,1,74,10,D,,,,
0,35,2,66,46,2,78,14,66,18.0,D,,
0,35,2,66,46,2,86,58,78,66.0,D,,
0,35,2,66,46,1,78,18,D,,,,
0,35,2,66,46,1,90,26,D,,,,
0,35,2,66,46,2,90,18,86,22.0,D,,
0,35,2,66,46,3,86,10,86,14.0,78,14.0,78
0,35,2,66,46,3,90,50,90,50.0,82,50.0,66
0,35,2,66,46,1,94,90,A,,,,
0,36,2,54,26,2,90,30,62,54.0,62,,
0,36,2,54,26,1,66,30,54,,,,
0,36,2,54,26,1,66,50,D,,,,
0,36,2,54,26,3,90,14,58,26.0,54,42.0,D
0,36,2,54,26,1,82,22,82,,,,
0,36,2,54,26,3,54,30,54,30.0,54,34.0,D
0,37,2,94,74,2,98,46,98,62.0,D,,
0,37,2,94,74,1,98,74,D,,,,
0,37,2,94,74,2,98,18,98,54.0,D,,
0,37,2,94,74,3,98,74,98,78.0,98,78.0,D
0,37,2,94,74,3,94,54,94,62.0,94,90.0,94
0,37,2,94,74,1,94,78,D,,,,
0,37,2,94,74,1,98,46,D,,,,
0,37,2,94,74,1,94,26,D,,,,
0,37,2,94,74,2,94,46,94,78.0,D,,
0,37,2,94,74,3,98,14,98,66.0,98,94.0,A
0,38,2,62,54,1,94,70,A,,,,
0,38,2,62,54,2,62,38,62,50.0,D,,
0,38,2,62,54,3,66,22,62,22.0,62,22.0,D
0,38,2,62,54,2,78,34,62,42.0,D,,
0,38,2,62,54,2,86,30,86,58.0,82,,
0,38,2,62,54,1,62,50,D,,,,
0,38,2,62,54,1,98,42,70,,,,
0,38,2,62,54,2,82,58,82,62.0,A,,
0,38,2,62,54,1,78,10,D,,,,
0,38,2,62,54,1,78,42,D,,,,
0,38,2,62,54,3,66,54,62,54.0,62,54.0,62
0,38,2,62,54,3,98,22,90,50.0,82,62.0,A
0,38,2,62,54,2,74,26,74,54.0,D,,
0,38,2,62,54,1,82,26,66,,,,
0,39,2,34,14,3,86,10,82,10.0,54,10.0,46
0,39,2,34,14,2,74,14,54,26.0,54,,
0,39,2,34,14,2,46,14,34,14.0,D,,
0,39,2,34,14,1,70,18,50,,,,
0,39,2,34,14,3,98,42,58,42.0,46,42.0,A
0,39,2,34,14,1,46,34,46,,,,
0,39,2,34,14,3,34,18,34,22.0,34,22.0,34
0,40,2,30,30,2,42,10,34,10.0,D,,
0,40,2,30,30,2,78,10,50,26.0,34,,
0,40,2,30,30,3,54,14,50,14.0,50,14.0,D
0,40,2,30,30,3,98,22,90,30.0,42,30.0,34
0,40,2,30,30,3,38,10,38,10.0,30,10.0,30
0,40,2,30,30,3,42,10,38,10.0,30,10.0,D
0,40,2,30,30,1,54,10,38,,,,
0,41,2,66,58,1,70,54,66,,,,
0,41,2,66,58,1,86,50,70,,,,
0,41,2,66,58,1,90,18,86,,,,
0,41,2,66,58,2,82,10,66,10.0,66,,
0,42,2,78,26,1,82,30,D,,,,
0,42,2,78,26,1,94,74,94,,,,
0,42,2,78,26,2,78,30,78,38.0,D,,
0,42,2,78,26,1,98,54,D,,,,
0,42,2,78,26,2,86,14,82,22.0,82,,
0,42,2,78,26,2,78,46,78,46.0,D,,
0,42,2,78,26,2,94,14,78,18.0,D,,
0,42,2,78,26,1,82,14,D,,,,
0,42,2,78,26,3,86,30,82,30.0,82,54.0,82
0,42,2,78,26,1,94,62,D,,,,
0,42,2,78,26,1,82,62,D,,,,
0,43,2,82,66,1,94,14,D,,,,
0,43,2,82,66,2,90,82,86,82.0,D,,
0,43,2,82,66,3,98,34,86,50.0,82,58.0,82
0,43,2,82,66,2,90,82,86,82.0,A,,
0,43,2,82,66,3,90,14,90,18.0,86,18.0,86
0,43,2,82,66,1,82,66,D,,,,
0,43,2,82,66,2,86,46,82,70.0,82,,
0,43,2,82,66,1,82,18,82,,,,
0,43,2,82,66,3,98,14,98,14.0,86,14.0,D
0,43,2,82,66,2,90,10,90,30.0,D,,
0,43,2,82,66,1,82,14,82,,,,
0,43,2,82,66,3,82,54,82,54.0,82,58.0,82
0,43,2,82,66,2,98,22,98,70.0,90,,
0,44,2,86,30,1,98,18,90,,,,
0,44,2,86,30,2,98,54,86,70.0,86,,
0,44,2,86,30,2,94,26,86,26.0,D,,
0,44,2,86,30,1,94,22,86,,,,
0,44,2,86,30,1,86,54,D,,,,
0,44,2,86,30,2,90,42,86,54.0,D,,
0,44,2,86,30,2,94,30,86,46.0,D,,
0,44,2,86,30,1,94,14,90,,,,
0,44,2,86,30,3,90,50,90,54.0,90,62.0,D
0,44,2,86,30,3,86,70,86,70.0,86,70.0,86
0,44,2,86,30,2,98,10,98,10.0,D,,
0,44,2,86,30,2,90,78,90,78.0,D,,
0,45,3,90,86,1,98,66,D,,,,
0,45,3,90,86,1,98,18,90,,,,
0,45,3,90,86,1,90,38,D,,,,
0,45,3,90,86,1,90,70,D,,,,
0,45,3,90,86,2,90,38,90,42.0,D,,
0,45,3,90,86,1,90,58,D,,,,
0,45,3,90,86,3,98,26,94,66.0,90,74.0,D
0,45,3,90,86,2,90,62,90,62.0,D,,
0,45,3,90,86,1,98,86,90,,,,
0,45,3,90,86,1,94,22,D,,,,
0,46,3,62,66,1,98,10,62,,,,
0,46,3,62,66,1,74,18,62,,,,
0,46,3,62,66,2,98,38,94,46.0,74,,
0,46,3,62,66,2,66,14,62,26.0,D,,
0,46,3,62,66,1,90,54,70,,,,
0,46,3,62,66,2,70,50,70,54.0,D,,
0,46,3,62,66,3,86,58,86,58.0,82,66.0,A
0,46,3,62,66,1,94,46,78,,,,
0,46,3,62,66,1,90,42,70,,,,
0,46,3,62,66,1,98,30,62,,,,
0,47,3,66,62,2,90,26,66,26.0,66,,
0,48,3,78,78,1,86,34,D,,,,
0,48,3,78,78,2,94,10,94,22.0,94,,
0,48,3,78,78,3,90,14,78,18.0,78,26.0,78
0,48,3,78,78,2,86,74,86,82.0,A,,
0,48,3,78,78,1,78,10,78,,,,
0,48,3,78,78,1,82,50,82,,,,
0,48,3,78,78,1,82,26,D,,,,
0,48,3,78,78,1,90,30,86,,,,
0,48,3,78,78,3,94,18,90,18.0,78,18.0,78
0,48,3,78,78,2,86,74,86,74.0,82,,
0,49,3,94,26,1,94,34,D,,,,
0,49,3,94,26,1,98,30,98,,,,
0,49,3,94,26,1,98,26,94,,,,
0,49,3,94,26,3,98,74,94,78.0,94,86.0,D
0,49,3,94,26,1,94,22,D,,,,
0,49,3,94,26,1,98,42,98,,,,
0,49,3,94,26,1,98,66,D,,,,
0,49,3,94,26,1,94,70,D,,,,
0,49,3,94,26,2,98,18,94,18.0,94,,
0,49,3,94,26,3,98,66,94,66.0,94,70.0,94
0,50,3,58,74,1,62,18,58,,,,
0,50,3,58,74,1,62,14,D,,,,
0,50,3,58,74,1,82,10,78,,,,
0,50,3,58,74,1,94,26,74,,,,
0,50,3,58,74,3,70,18,66,54.0,66,54.0,D
0,50,3,58,74,2,58,34,58,42.0,D,,
0,50,3,58,74,2,62,42,58,50.0,D,,
0,50,3,58,74,1,78,22,D,,,,
0,50,3,58,74,1,98,46,90,,,,
0,50,3,58,74,1,90,10,74,,,,
0,50,3,58,74,1,86,22,62,,,,
0,50,3,58,74,1,70,10,D,,,,
0,51,3,78,70,1,86,22,D,,,,
0,51,3,78,70,1,82,18,D,,,,
0,51,3,78,70,1,78,62,D,,,,
0,51,3,78,70,3,90,22,86,46.0,82,46.0,82
0,51,3,78,70,1,98,30,D,,,,
0,51,3,78,70,2,90,86,90,86.0,A,,
0,51,3,78,70,1,98,62,82,,,,
0,51,3,78,70,1,78,62,D,,,,
0,51,3,78,70,1,86,34,86,,,,
0,51,3,78,70,2,94,10,86,10.0,D,,
0,51,3,78,70,3,98,18,94,34.0,90,38.0,78
0,51,3,78,70,2,82,10,78,10.0,78,,
0,51,3,78,70,1,82,66,82,,,,
0,52,3,78,22,1,78,10,78,,,,
0,52,3,78,22,1,90,18,D,,,,
0,52,3,78,22,3,78,10,78,14.0,78,26.0,D
0,52,3,78,22,1,82,10,D,,,,
0,52,3,78,22,1,78,62,D,,,,
0,52,3,78,22,3,82,18,82,30.0,82,30.0,D
0,52,3,78,22,3,82,18,78,34.0,78,42.0,78
0,52,3,78,22,1,98,58,94,,,,
0,52,3,78,22,1,82,14,D,,,,
0,52,3,78,22,1,90,38,D,,,,
0,52,3,78,22,3,98,14,94,38.0,86,42.0,82
0,53,3,98,30,1,98,30,D,,,,
0,53,3,98,30,1,98,54,D,,,,
0,54,3,94,18,3,98,86,98,86.0,94,86.0,D
0,54,3,94,18,1,98,18,D,,,,
0,54,3,94,18,2,94,18,94,26.0,D,,
0,54,3,94,18,2,94,10,94,18.0,D,,
0,54,3,94,18,3,98,30,94,66.0,94,74.0,94
0,54,3,94,18,1,94,10,94,,,,
0,54,3,94,18,1,98,58,D,,,,
0,54,3,94,18,1,98,82,D,,,,
0,54,3,94,18,2,94,50,94,78.0,D,,
0,54,3,94,18,1,94,62,D,,,,
0,54,3,94,18,3,94,10,94,26.0,94,62.0,D
0,54,3,94,18,2,94,22,94,78.0,D,,
0,54,3,94,18,1,98,10,94,,,,
0,55,3,82,66,3,86,34,82,34.0,82,46.0,D
0,55,3,82,66,3,86,10,86,18.0,86,50.0,D
0,55,3,82,66,1,94,70,D,,,,
0,55,3,82,66,1,82,18,82,,,,
0,55,3,82,66,1,82,74,82,,,,
0,55,3,82,66,3,86,18,82,34.0,82,74.0,D
0,55,3,82,66,1,86,62,86,,,,
0,55,3,82,66,1,90,42,D,,,,
0,55,3,82,66,1,86,54,D,,,,
0,55,3,82,66,2,86,34,86,38.0,D,,
0,56,3,82,74,2,86,14,86,14.0,86,,
0,56,3,82,74,1,94,74,82,,,,
0,56,3,82,74,2,90,82,90,86.0,A,,
0,56,3,82,74,1,86,10,D,,,,
0,56,3,82,74,1,90,22,86,,,,
0,56,3,82,74,1,82,10,82,,,,
0,56,3,82,74,2,94,18,94,46.0,94,,
0,56,3,82,74,3,98,62,82,62.0,82,62.0,82
0,57,3,70,26,1,90,18,D,,,,
0,57,3,70,26,2,82,50,74,50.0,74,,
0,57,3,70,26,2,86,74,82,78.0,A,,
0,57,3,70,26,1,90,14,82,,,,
0,57,3,70,26,2,74,58,70,62.0,D,,
0,57,3,70,26,1,70,26,D,,,,
0,57,3,70,26,2,70,46,70,50.0,70,,
0,57,3,70,26,2,90,18,82,34.0,D,,
0,57,3,70,26,1,90,26,D,,,,
0,57,3,70,26,1,70,10,70,,,,
0,57,3,70,26,1,82,26,D,,,,
0,57,3,70,26,1,98,14,82,,,,
0,57,3,70,26,1,74,70,74,,,,
0,57,3,70,26,2,82,26,82,26.0,D,,
0,58,3,74,98,1,94,26,78,,,,
0,58,3,74,98,3,98,70,90,86.0,90,86.0,A
0,58,3,74,98,3,98,38,78,38.0,78,46.0,D
0,58,3,74,98,1,82,10,D,,,,
0,58,3,74,98,2,98,50,98,54.0,90,,
0,58,3,74,98,1,78,34,D,,,,
0,59,3,66,86,1,82,34,D,,,,
0,59,3,66,86,1,86,62,74,,,,
0,59,3,66,86,1,82,34,70,,,,
0,59,3,66,86,1,86,14,D,,,,
0,59,3,66,86,2,86,22,82,54.0,D,,
0,59,3,66,86,1,78,34,74,,,,
0,60,4,78,86,3,94,50,94,54.0,90,58.0,86
0,60,4,78,86,2,90,22,86,26.0,D,,
0,60,4,78,86,1,78,62,D,,,,
0,60,4,78,86,1,94,14,94,,,,
0,60,4,78,86,1,94,86,A,,,,
0,60,4,78,86,2,94,90,94,90.0,A,,
0,60,4,78,86,1,94,22,D,,,,
0,60,4,78,86,2,94,66,82,78.0,A,,
0,60,4,78,86,2,86,18,78,50.0,D,,
0,60,4,78,86,3,98,14,82,22.0,78,26.0,78
0,60,4,78,86,2,82,70,78,70.0,D,,
0,60,4,78,86,3,78,58,78,58.0,78,62.0,78
0,61,4,82,74,3,94,26,86,58.0,86,70.0,82
0,61,4,82,74,2,90,18,82,34.0,D,,
0,61,4,82,74,3,94,38,94,58.0,94,62.0,90
0,61,4,82,74,1,90,14,D,,,,
0,61,4,82,74,1,86,66,D,,,,
0,62,4,94,82,1,98,50,D,,,,
