cluster_id,anon_item_id,anon_slr_id,vs,vb,rounds_total,s0,b1,s1,b2,s2,b3,s3
0,17,1,70,74,1,82,54,D,,,,
0,17,1,70,74,1,70,22,D,,,,
0,17,1,70,74,3,90,50,86,62.0,82,62.0,70
0,17,1,70,74,3,90,58,90,58.0,82,62.0,78
0,17,1,70,74,2,78,14,70,14.0,D,,
0,17,1,70,74,3,90,10,86,66.0,70,66.0,70
0,17,1,70,74,2,94,74,86,82.0,A,,
0,18,1,94,70,3,98,34,98,50.0,94,66.0,D
0,18,1,94,70,3,98,30,98,34.0,94,38.0,D
0,18,1,94,70,1,98,22,D,,,,
0,18,1,94,70,3,94,58,94,66.0,94,70.0,94
0,18,1,94,70,1,94,50,D,,,,
0,18,1,94,70,2,94,70,94,78.0,D,,
0,18,1,94,70,1,98,66,D,,,,
0,18,1,94,70,1,94,10,D,,,,
0,18,1,94,70,2,98,66,98,66.0,D,,
0,18,1,94,70,3,94,18,94,34.0,94,46.0,D
0,18,1,94,70,2,94,46,94,58.0,D,,
0,19,1,98,78,2,98,26,98,74.0,D,,
0,19,1,98,78,2,98,38,98,42.0,D,,
0,19,1,98,78,2,98,34,98,38.0,D,,
0,19,1,98,78,1,98,34,D,,,,
0,19,1,98,78,1,98,74,D,,,,
0,19,1,98,78,1,98,10,D,,,,
0,19,1,98,78,2,98,30,98,30.0,D,,
0,19,1,98,78,1,98,70,D,,,,
0,19,1,98,78,3,98,66,98,94.0,98,94.0,98
0,19,1,98,78,2,98,34,98,54.0,D,,
0,19,1,98,78,2,98,54,98,62.0,D,,
0,20,1,70,38,2,94,38,74,62.0,70,,
0,20,1,70,38,3,90,10,90,26.0,86,26.0,82
0,20,1,70,38,1,70,46,D,,,,
0,20,1,70,38,1,70,10,70,,,,
0,20,1,70,38,1,74,50,74,,,,
0,20,1,70,38,1,74,46,D,,,,
0,20,1,70,38,3,94,14,74,50.0,70,58.0,70
0,20,1,70,38,2,82,70,82,70.0,D,,
0,20,1,70,38,1,94,86,A,,,,
0,20,1,70,38,1,74,50,70,,,,
0,20,1,70,38,2,86,10,70,30.0,D,,
0,20,1,70,38,1,94,42,94,,,,
0,20,1,70,38,1,98,18,D,,,,
0,21,1,82,90,2,98,42,90,66.0,D,,
0,21,1,82,90,1,86,26,82,,,,
0,21,1,82,90,1,82,38,82,,,,
0,22,1,82,78,3,98,74,86,74.0,86,78.0,86
0,22,1,82,78,2,94,46,90,54.0,D,,
0,22,1,82,78,3,90,10,90,70.0,90,70.0,86
0,22,1,82,78,1,86,50,D,,,,
0,22,1,82,78,2,98,54,90,54.0,D,,
0,23,1,78,46,1,94,10,D,,,,
0,23,1,78,46,2,78,62,78,62.0,D,,
0,23,1,78,46,3,98,50,94,58.0,86,66.0,86
0,23,1,78,46,2,94,38,82,38.0,D,,
0,24,1,66,70,1,74,30,66,,,,
0,24,1,66,70,1,98,10,D,,,,
0,24,1,66,70,2,90,58,82,74.0,A,,
0,24,1,66,70,3,74,42,74,50.0,74,50.0,D
0,24,1,66,70,3,94,62,94,62.0,82,66.0,70
0,24,1,66,70,2,82,62,78,62.0,D,,
0,25,1,98,74,3,98,14,98,46.0,98,66.0,D
0,25,1,98,74,2,98,34,98,86.0,D,,
0,25,1,98,74,1,98,46,D,,,,
0,25,1,98,74,2,98,26,98,62.0,D,,
0,25,1,98,74,3,98,38,98,62.0,98,74.0,98
0,25,1,98,74,3,98,50,98,70.0,98,70.0,98
0,25,1,98,74,1,98,62,D,,,,
0,25,1,98,74,2,98,66,98,70.0,D,,
0,25,1,98,74,1,98,54,D,,,,
0,25,1,98,74,1,98,70,D,,,,
0,25,1,98,74,1,98,54,D,,,,
0,25,1,98,74,1,98,62,D,,,,
0,25,1,98,74,3,98,38,98,54.0,98,54.0,98
0,26,1,62,34,1,82,26,62,,,,
0,26,1,62,34,1,86,74,A,,,,
0,26,1,62,34,3,78,18,70,42.0,70,42.0,62
0,26,1,62,34,1,70,34,70,,,,
0,26,1,62,34,2,90,22,78,38.0,70,,
0,26,1,62,34,3,86,54,86,58.0,82,62.0,70
0,26,1,62,34,2,86,26,66,26.0,D,,
0,26,1,62,34,3,94,26,94,26.0,66,58.0,62
0,26,1,62,34,2,90,58,90,82.0,A,,
0,26,1,62,34,1,82,14,82,,,,
0,26,1,62,34,3,74,22,66,42.0,66,46.0,62
0,26,1,62,34,3,98,10,94,22.0,90,42.0,86
0,26,1,62,34,2,74,10,70,14.0,D,,
0,26,1,62,34,1,66,22,D,,,,
0,27,1,66,30,2,70,22,70,22.0,66,,
0,27,1,66,30,2,86,18,82,58.0,66,,
0,27,1,66,30,2,90,54,90,58.0,66,,
0,27,1,66,30,1,78,38,70,,,,
0,27,1,66,30,3,98,30,82,30.0,74,30.0,70
0,27,1,66,30,1,82,50,66,,,,
0,28,1,98,90,2,98,54,98,86.0,D,,
0,28,1,98,90,1,98,26,D,,,,
0,28,1,98,90,1,98,54,D,,,,
0,28,1,98,90,2,98,34,98,34.0,D,,
0,28,1,98,90,3,98,10,98,74.0,98,82.0,D
0,28,1,98,90,3,98,46,98,46.0,98,62.0,D
0,28,1,98,90,3,98,66,98,90.0,98,90.0,D
0,28,1,98,90,1,98,66,D,,,,
0,28,1,98,90,1,98,38,D,,,,
0,28,1,98,90,1,98,70,D,,,,
0,28,1,98,90,2,98,18,98,22.0,D,,
0,28,1,98,90,3,98,74,98,74.0,98,74.0,D
0,28,1,98,90,2,98,90,98,90.0,D,,
0,28,1,98,90,3,98,58,98,78.0,98,78.0,98
0,29,1,94,94,1,94,46,D,,,,
0,29,1,94,94,1,94,46,D,,,,
0,29,1,94,94,1,94,26,D,,,,
0,29,1,94,94,1,98,30,94,,,,
0,29,1,94,94,2,94,74,94,74.0,D,,
0,29,1,94,94,2,94,26,94,62.0,D,,
0,29,1,94,94,1,98,70,D,,,,
0,29,1,94,94,2,98,42,98,78.0,D,,
0,29,1,94,94,1,94,26,D,,,,
0,29,1,94,94,1,94,34,D,,,,
0,29,1,94,94,1,94,38,D,,,,
0,29,1,94,94,2,94,46,94,62.0,D,,
0,29,1,94,94,3,94,34,94,34.0,94,74.0,D
0,29,1,94,94,1,94,54,D,,,,
0,30,2,82,66,3,90,30,90,54.0,86,66.0,86
0,30,2,82,66,1,82,10,D,,,,
0,30,2,82,66,1,94,74,86,,,,
0,30,2,82,66,1,82,14,82,,,,
0,30,2,82,66,1,94,18,D,,,,
0,30,2,82,66,1,94,10,D,,,,
0,30,2,82,66,1,98,42,90,,,,
0,30,2,82,66,1,98,78,82,,,,
0,30,2,82,66,2,86,26,86,26.0,86,,
0,30,2,82,66,2,94,58,94,70.0,94,,
0,30,2,82,66,1,82,18,D,,,,
0,30,2,82,66,1,86,30,D,,,,
0,30,2,82,66,3,82,34,82,38.0,82,50.0,D
0,31,2,54,58,1,70,46,D,,,,
0,31,2,54,58,1,82,10,70,,,,
0,31,2,54,58,2,74,10,70,10.0,66,,
0,31,2,54,58,1,66,34,D,,,,
0,31,2,54,58,2,90,34,70,38.0,54,,
0,31,2,54,58,1,94,34,82,,,,
0,31,2,54,58,2,74,54,66,54.0,D,,
0,31,2,54,58,3,70,46,58,46.0,54,46.0,D
0,31,2,54,58,1,58,18,58,,,,
0,31,2,54,58,2,66,14,58,14.0,D,,
0,31,2,54,58,2,90,18,90,30.0,54,,
0,31,2,54,58,1,70,42,D,,,,
0,31,2,54,58,3,66,38,62,38.0,58,38.0,58
0,32,2,74,78,2,94,54,86,74.0,82,,
0,33,2,70,18,1,70,42,D,,,,
0,33,2,70,18,2,74,34,74,42.0,70,,
0,33,2,70,18,2,90,34,70,54.0,70,,
0,33,2,70,18,3,86,50,82,58.0,82,62.0,82
0,33,2,70,18,2,90,78,86,78.0,A,,
0,33,2,70,18,1,74,58,70,,,,
0,33,2,70,18,1,82,70,D,,,,
0,33,2,70,18,1,70,14,D,,,,
0,33,2,70,18,3,86,38,78,42.0,74,42.0,D
0,33,2,70,18,3,82,34,74,38.0,70,54.0,D
0,33,2,70,18,1,74,10,D,,,,
0,33,2,70,18,1,74,30,74,,,,
0,33,2,70,18,3,90,38,78,42.0,74,70.0,D
0,33,2,70,18,3,94,14,74,42.0,70,50.0,70
0,34,2,98,94,1,98,58,D,,,,
0,34,2,98,94,2,98,26,98,54.0,D,,
0,34,2,98,94,3,98,30,98,74.0,98,82.0,98
0,34,2,98,94,1,98,62,D,,,,
0,34,2,98,94,2,98,46,98,70.0,D,,
0,34,2,98,94,1,98,34,D,,,,
0,34,2,98,94,1,98,62,D,,,,
0,34,2,98,94,3,98,22,98,42.0,98,58.0,98
0,34,2,98,94,2,98,58,98,82.0,D,,
0,34,2,98,94,3,98,14,98,38.0,98,54.0,98
0,35,2,66,74,2,90,14,82,14.0,66,,
0,35,2,66,74,2,70,18,66,18.0,D,,
0,35,2,66,74,3,90,30,90,30.0,74,30.0,66
0,35,2,66,74,1,66,34,D,,,,
0,35,2,66,74,1,66,38,D,,,,
0,35,2,66,74,2,86,70,78,70.0,A,,
0,35,2,66,74,2,70,46,66,46.0,D,,
0,35,2,66,74,3,78,62,74,62.0,70,62.0,D
0,35,2,66,74,1,86,38,D,,,,
0,35,2,66,74,2,78,10,74,10.0,66,,
0,35,2,66,74,2,82,14,78,22.0,78,,
0,36,2,78,98,3,94,62,82,70.0,82,74.0,78
0,36,2,78,98,3,98,18,94,34.0,90,34.0,90
0,36,2,78,98,2,86,38,78,58.0,D,,
0,36,2,78,98,2,90,18,86,18.0,D,,
0,36,2,78,98,2,86,34,78,38.0,D,,
0,36,2,78,98,1,86,14,D,,,,
0,36,2,78,98,1,78,10,78,,,,
0,36,2,78,98,3,78,22,78,34.0,78,34.0,78
0,36,2,78,98,2,86,10,86,14.0,D,,
0,36,2,78,98,3,82,10,82,14.0,82,14.0,78
0,36,2,78,98,2,98,46,78,62.0,D,,
0,36,2,78,98,1,86,50,D,,,,
0,36,2,78,98,1,94,70,90,,,,
0,37,2,70,54,1,82,10,D,,,,
0,38,2,74,74,3,74,22,74,22.0,74,22.0,D
0,38,2,74,74,2,82,14,78,26.0,78,,
0,38,2,74,74,2,82,10,74,10.0,74,,
0,38,2,74,74,1,74,10,74,,,,
0,38,2,74,74,2,78,62,74,62.0,D,,
0,39,2,66,42,2,94,38,94,38.0,66,,
0,40,2,94,78,2,94,22,94,30.0,D,,
0,40,2,94,78,1,98,22,D,,,,
0,40,2,94,78,2,94,26,94,46.0,D,,
0,40,2,94,78,2,94,62,94,62.0,D,,
0,40,2,94,78,1,98,74,D,,,,
0,40,2,94,78,1,98,70,D,,,,
0,40,2,94,78,2,98,58,98,62.0,D,,
0,40,2,94,78,3,94,38,94,38.0,94,46.0,94
0,40,2,94,78,3,98,50,94,66.0,94,66.0,94
0,40,2,94,78,2,94,70,94,70.0,D,,
0,41,2,98,82,1,98,46,D,,,,
0,41,2,98,82,1,98,78,D,,,,
0,41,2,98,82,2,98,38,98,38.0,D,,
0,41,2,98,82,1,98,18,D,,,,
0,41,2,98,82,2,98,14,98,22.0,D,,
0,41,2,98,82,2,98,14,98,38.0,98,,
0,41,2,98,82,1,98,14,98,,,,
0,41,2,98,82,2,98,46,98,54.0,98,,
0,41,2,98,82,1,98,30,D,,,,
0,41,2,98,82,1,98,10,98,,,,
0,41,2,98,82,1,98,30,D,,,,
0,42,2,74,66,2,86,26,74,34.0,D,,
0,42,2,74,66,1,98,18,94,,,,
0,42,2,74,66,1,98,22,D,,,,
0,42,2,74,66,1,94,70,78,,,,
0,42,2,74,66,2,86,58,74,66.0,D,,
0,42,2,74,66,1,78,62,D,,,,
0,42,2,74,66,3,78,10,74,10.0,74,10.0,D
0,42,2,74,66,1,74,70,D,,,,
0,42,2,74,66,1,90,22,D,,,,
0,42,2,74,66,3,90,10,82,14.0,74,18.0,74
0,42,2,74,66,1,74,14,D,,,,
0,42,2,74,66,2,98,26,86,34.0,82,,
0,42,2,74,66,3,90,50,90,50.0,90,50.0,D
0,43,2,98,74,3,98,14,98,14.0,98,14.0,98
0,43,2,98,74,1,98,30,D,,,,
0,43,2,98,74,2,98,90,98,90.0,D,,
0,43,2,98,74,1,98,50,98,,,,
0,43,2,98,74,2,98,10,98,26.0,98,,
0,43,2,98,74,1,98,50,D,,,,
0,43,2,98,74,2,98,18,98,22.0,D,,
0,43,2,98,74,1,98,22,D,,,,
0,43,2,98,74,1,98,42,D,,,,
0,43,2,98,74,1,98,10,D,,,,
0,43,2,98,74,1,98,26,D,,,,
0,43,2,98,74,1,98,10,D,,,,
0,43,2,98,74,2,98,14,98,22.0,D,,
0,43,2,98,74,2,98,42,98,74.0,D,,
0,44,2,78,62,1,98,26,78,,,,
0,44,2,78,62,1,78,74,D,,,,
0,44,2,78,62,1,82,18,D,,,,
0,44,2,78,62,3,98,30,86,42.0,86,70.0,86
0,44,2,78,62,1,78,66,D,,,,
0,44,2,78,62,1,86,34,D,,,,
0,44,2,78,62,1,94,62,D,,,,
0,44,2,78,62,3,82,66,78,66.0,78,66.0,78
0,44,2,78,62,1,98,62,90,,,,
0,44,2,78,62,1,86,26,D,,,,
0,45,3,90,10,1,98,14,D,,,,
0,45,3,90,10,1,98,30,D,,,,
0,45,3,90,10,1,90,82,D,,,,
0,45,3,90,10,3,98,82,98,90.0,98,90.0,98
0,45,3,90,10,3,90,26,90,26.0,90,30.0,D
0,45,3,90,10,2,98,22,90,22.0,D,,
0,45,3,90,10,1,90,82,D,,,,
0,45,3,90,10,1,90,18,D,,,,
0,45,3,90,10,3,90,78,90,78.0,90,78.0,90
0,45,3,90,10,2,90,86,90,86.0,D,,
0,45,3,90,10,1,98,94,A,,,,
0,46,3,86,98,3,86,22,86,42.0,86,46.0,86
0,46,3,86,98,2,90,26,90,26.0,D,,
0,46,3,86,98,1,86,54,D,,,,
0,46,3,86,98,1,86,14,D,,,,
0,46,3,86,98,2,90,26,86,54.0,D,,
0,46,3,86,98,1,94,30,D,,,,
0,46,3,86,98,2,98,10,86,10.0,D,,
0,46,3,86,98,1,94,46,86,,,,
0,46,3,86,98,2,90,62,86,70.0,D,,
0,47,3,74,70,3,86,26,86,58.0,78,58.0,78
0,47,3,74,70,1,90,42,D,,,,
0,47,3,74,70,1,86,30,74,,,,
0,47,3,74,70,1,98,54,74,,,,
0,47,3,74,70,3,82,10,82,58.0,82,58.0,74
0,48,3,78,86,1,98,78,82,,,,
0,48,3,78,86,3,82,22,78,26.0,78,26.0,D
0,48,3,78,86,2,82,26,82,50.0,D,,
0,48,3,78,86,3,86,34,86,66.0,86,66.0,82
0,48,3,78,86,1,78,62,D,,,,
0,48,3,78,86,3,94,38,94,62.0,86,66.0,86
0,48,3,78,86,3,78,38,78,50.0,78,66.0,78
0,48,3,78,86,3,86,30,86,42.0,86,58.0,78
0,48,3,78,86,1,94,50,78,,,,
0,48,3,78,86,3,86,38,82,54.0,82,62.0,78
0,48,3,78,86,2,82,62,78,66.0,D,,
0,49,3,46,10,2,50,10,46,10.0,D,,
0,49,3,46,10,3,98,22,86,26.0,66,42.0,66
0,49,3,46,10,1,58,22,D,,,,
0,49,3,46,10,2,82,10,46,14.0,D,,
0,49,3,46,10,1,90,18,62,,,,
0,49,3,46,10,3,54,14,50,14.0,46,14.0,46
0,49,3,46,10,3,54,14,46,14.0,46,14.0,D
0,49,3,46,10,1,50,10,D,,,,
0,49,3,46,10,3,90,22,78,22.0,74,26.0,66
0,49,3,46,10,2,98,26,86,42.0,62,,
0,49,3,46,10,3,94,14,86,14.0,50,14.0,50
0,49,3,46,10,1,78,14,58,,,,
0,50,3,94,90,3,94,58,94,58.0,94,70.0,D
0,50,3,94,90,3,98,54,98,90.0,98,90.0,D
0,50,3,94,90,2,98,62,94,74.0,D,,
0,50,3,94,90,2,98,74,94,74.0,D,,
0,50,3,94,90,3,94,10,94,30.0,94,54.0,94
0,50,3,94,90,3,98,18,94,66.0,94,82.0,94
0,50,3,94,90,3,94,14,94,58.0,94,58.0,D
0,50,3,94,90,1,94,46,D,,,,
0,50,3,94,90,3,94,82,94,82.0,94,86.0,D
0,50,3,94,90,1,94,54,D,,,,
0,50,3,94,90,3,98,22,98,50.0,94,54.0,D
0,51,3,58,34,3,58,22,58,22.0,58,22.0,D
0,51,3,58,34,1,98,34,90,,,,
0,51,3,58,34,3,90,34,70,50.0,70,50.0,D
0,51,3,58,34,3,66,38,62,38.0,58,38.0,D
0,51,3,58,34,1,62,30,D,,,,
0,51,3,58,34,1,78,62,A,,,,
0,51,3,58,34,1,62,14,D,,,,
0,51,3,58,34,1,90,26,D,,,,
0,51,3,58,34,3,86,38,70,46.0,70,54.0,D
0,52,3,50,50,1,86,22,78,,,,
0,53,3,98,22,2,98,14,98,58.0,D,,
0,53,3,98,22,2,98,74,98,78.0,D,,
0,53,3,98,22,2,98,22,98,66.0,D,,
0,53,3,98,22,1,98,10,D,,,,
0,53,3,98,22,1,98,14,D,,,,
0,53,3,98,22,2,98,10,98,10.0,D,,
0,53,3,98,22,1,98,50,D,,,,
0,53,3,98,22,1,98,10,D,,,,
0,53,3,98,22,1,98,10,D,,,,
0,54,3,58,46,1,66,18,D,,,,
0,54,3,58,46,3,78,10,58,18.0,58,18.0,D
0,54,3,58,46,3,70,18,70,18.0,70,18.0,D
0,54,3,58,46,3,98,18,82,18.0,74,26.0,D
0,54,3,58,46,3,98,10,74,22.0,70,22.0,66
0,54,3,58,46,3,58,50,58,50.0,58,54.0,D
0,54,3,58,46,2,86,42,82,78.0,A,,
0,54,3,58,46,3,70,22,70,34.0,62,50.0,58
0,54,3,58,46,3,82,18,58,30.0,58,50.0,58
0,54,3,58,46,2,74,42,66,58.0,62,,
0,54,3,58,46,1,94,10,74,,,,
0,54,3,58,46,2,74,26,66,34.0,D,,
0,55,3,98,50,1,98,18,D,,,,
0,55,3,98,50,1,98,10,98,,,,
0,55,3,98,50,1,98,10,D,,,,
0,55,3,98,50,1,98,34,D,,,,
0,55,3,98,50,1,98,14,D,,,,
0,56,3,94,90,2,94,58,94,58.0,D,,
0,56,3,94,90,2,98,66,98,74.0,94,,
0,56,3,94,90,1,98,70,D,,,,
0,56,3,94,90,1,94,34,D,,,,
0,56,3,94,90,3,94,34,94,42.0,94,62.0,D
0,56,3,94,90,3,98,30,94,38.0,94,42.0,94
0,56,3,94,90,2,98,30,94,34.0,D,,
0,56,3,94,90,2,94,30,94,50.0,D,,
0,56,3,94,90,1,98,50,D,,,,
0,56,3,94,90,2,98,62,94,70.0,D,,
0,56,3,94,90,3,94,54,94,58.0,94,58.0,94
0,56,3,94,90,1,94,86,D,,,,
0,56,3,94,90,3,94,42,94,74.0,94,78.0,D
0,57,3,62,34,2,94,42,90,46.0,82,,
0,57,3,62,34,2,78,18,78,18.0,74,,
0,57,3,62,34,2,78,10,74,42.0,66,,
0,58,3,74,66,2,98,62,78,62.0,D,,
0,58,3,74,66,1,98,50,78,,,,
0,58,3,74,66,2,98,18,94,42.0,82,,
0,58,3,74,66,3,86,42,78,42.0,74,58.0,D
0,58,3,74,66,2,98,50,86,74.0,D,,
0,58,3,74,66,1,94,26,82,,,,
0,58,3,74,66,2,94,10,82,38.0,78,,
0,58,3,74,66,2,74,14,74,54.0,D,,
0,59,3,50,38,1,50,10,D,,,,
0,59,3,50,38,1,58,18,D,,,,
0,59,3,50,38,2,54,14,50,14.0,D,,
0,59,3,50,38,2,62,26,58,30.0,D,,
0,59,3,50,38,3,54,14,54,14.0,54,14.0,54
0,59,3,50,38,1,58,22,D,,,,
0,59,3,50,38,1,82,70,A,,,,
0,59,3,50,38,3,78,22,70,22.0,70,26.0,62
0,59,3,50,38,3,54,14,54,14.0,50,14.0,50
0,60,4,70,86,2,86,26,70,30.0,D,,
0,60,4,70,86,2,74,34,70,38.0,D,,
0,60,4,70,86,2,78,14,74,18.0,D,,
0,60,4,70,86,2,70,22,70,22.0,D,,
0,60,4,70,86,1,74,10,D,,,,
0,60,4,70,86,1,74,58,D,,,,
0,60,4,70,86,3,74,10,74,26.0,70,54.0,D
0,60,4,70,86,2,74,14,70,46.0,D,,
0,60,4,70,86,1,86,10,D,,,,
0,60,4,70,86,1,86,10,D,,,,
0,60,4,70,86,3,90,30,82,30.0,70,34.0,70
0,60,4,70,86,3,78,38,74,50.0,74,50.0,70
0,61,4,58,18,1,94,86,A,,,,
