cluster_id,anon_item_id,anon_slr_id,vs,vb,rounds_total,s0,b1,s1,b2,s2,b3,s3,Vs_min,Vs_max,flag_add_Vsmax,Vs_idx
1,622,343,90,82,1,94,10,D,,,,,86.0,90.0,0.0,5145.0
1,622,343,90,82,3,94,34,90,38.0,90,70.0,D,86.0,90.0,0.0,5145.0
1,622,343,90,82,2,94,70,90,74.0,D,,,86.0,90.0,0.0,5145.0
1,622,343,90,82,2,94,10,90,82.0,D,,,86.0,90.0,0.0,5145.0
1,700,348,98,30,1,98,26,98,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,2,98,10,98,10.0,98,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,54,D,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,2,98,34,98,38.0,D,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,2,98,10,98,58.0,D,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,2,98,10,98,10.0,D,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,10,D,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,14,98,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,30,98,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,18,D,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,2,98,22,98,26.0,D,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,26,98,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,70,D,,,,,70.0,98.0,0.0,5223.0
1,700,348,98,30,1,98,14,D,,,,,70.0,98.0,0.0,5223.0
1,1739,417,62,66,3,78,34,70,38.0,66,42.0,D,58.0,66.0,0.0,6262.0
1,1739,417,62,66,1,82,50,70,,,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,3,78,10,70,58.0,66,58.0,66,58.0,66.0,0.0,6262.0
1,1739,417,62,66,3,78,26,70,30.0,66,46.0,66,58.0,66.0,0.0,6262.0
1,1739,417,62,66,2,78,38,70,50.0,66,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,1,82,30,70,,,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,1,82,34,70,,,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,2,78,26,70,58.0,66,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,3,78,18,70,22.0,66,34.0,D,58.0,66.0,0.0,6262.0
1,1739,417,62,66,1,82,22,70,,,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,2,82,66,70,66.0,A,,,58.0,66.0,0.0,6262.0
1,1739,417,62,66,1,82,70,A,,,,,58.0,66.0,0.0,6262.0
0,708,47,82,78,3,94,62,82,62.0,82,62.0,82,70.0,82.0,0.0,708.0
0,708,47,82,78,2,86,26,82,46.0,D,,,70.0,82.0,0.0,708.0
0,708,47,82,78,3,94,22,86,42.0,86,70.0,D,70.0,82.0,0.0,708.0
0,708,47,82,78,3,94,26,90,58.0,90,58.0,90,70.0,82.0,0.0,708.0
0,708,47,82,78,3,94,66,94,70.0,82,70.0,D,70.0,82.0,0.0,708.0
1,3547,538,74,78,2,86,62,78,74.0,A,,,74.0,74.0,0.0,8070.0
1,3547,538,74,78,2,86,42,82,74.0,78,,,74.0,74.0,0.0,8070.0
1,3547,538,74,78,1,86,26,78,,,,,74.0,74.0,0.0,8070.0
1,3547,538,74,78,3,86,58,82,62.0,78,66.0,78,74.0,74.0,0.0,8070.0
1,3547,538,74,78,3,86,70,78,70.0,74,70.0,D,74.0,74.0,0.0,8070.0
1,3547,538,74,78,2,86,70,78,70.0,D,,,74.0,74.0,0.0,8070.0
1,4024,570,70,46,1,82,62,D,,,,,70.0,70.0,0.0,8547.0
1,4024,570,70,46,1,82,10,D,,,,,70.0,70.0,0.0,8547.0
1,4024,570,70,46,1,86,14,74,,,,,70.0,70.0,0.0,8547.0
1,4024,570,70,46,1,82,26,D,,,,,70.0,70.0,0.0,8547.0
1,4024,570,70,46,3,86,22,74,42.0,70,58.0,D,70.0,70.0,0.0,8547.0
1,4024,570,70,46,3,86,18,82,18.0,82,18.0,78,70.0,70.0,0.0,8547.0
1,4024,570,70,46,3,82,10,74,14.0,74,38.0,70,70.0,70.0,0.0,8547.0
1,4024,570,70,46,3,82,10,74,34.0,74,70.0,74,70.0,70.0,0.0,8547.0
1,4024,570,70,46,2,82,14,82,18.0,74,,,70.0,70.0,0.0,8547.0
1,4024,570,70,46,2,86,10,70,22.0,D,,,70.0,70.0,0.0,8547.0
1,4024,570,70,46,1,82,30,D,,,,,70.0,70.0,0.0,8547.0
2,757,646,46,46,3,50,38,50,42.0,46,42.0,46,42.0,46.0,0.0,9680.0
2,757,646,46,46,1,62,14,D,,,,,42.0,46.0,0.0,9680.0
2,757,646,46,46,1,50,22,D,,,,,42.0,46.0,0.0,9680.0
2,757,646,46,46,1,86,18,D,,,,,42.0,46.0,0.0,9680.0
2,757,646,46,46,1,74,62,A,,,,,42.0,46.0,0.0,9680.0
2,757,646,46,46,1,94,62,A,,,,,42.0,46.0,0.0,9680.0
2,757,646,46,46,1,94,10,D,,,,,42.0,46.0,0.0,9680.0
1,4274,586,98,86,3,98,18,98,90.0,98,90.0,98,90.0,98.0,0.0,8797.0
1,4274,586,98,86,1,98,38,D,,,,,90.0,98.0,0.0,8797.0
1,4274,586,98,86,1,98,58,D,,,,,90.0,98.0,0.0,8797.0
1,4274,586,98,86,2,98,18,98,42.0,D,,,90.0,98.0,0.0,8797.0
1,4274,586,98,86,3,98,42,98,86.0,98,86.0,98,90.0,98.0,0.0,8797.0
1,4274,586,98,86,1,98,46,D,,,,,90.0,98.0,0.0,8797.0
2,3682,841,10,74,1,34,30,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,62,10,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,50,14,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,74,42,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,34,10,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,38,26,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,54,38,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,66,42,A,,,,,0.0,10.0,0.0,12605.0
2,3682,841,10,74,1,54,42,A,,,,,0.0,10.0,0.0,12605.0
2,2458,759,58,62,1,62,22,D,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,62,58,A,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,62,26,D,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,82,14,D,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,86,38,62,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,94,14,D,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,70,26,D,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,62,22,D,,,,,38.0,58.0,0.0,11381.0
2,2458,759,58,62,1,66,14,D,,,,,38.0,58.0,0.0,11381.0
1,3582,540,34,58,1,66,58,A,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,30,50,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,14,50,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,46,A,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,30,50,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,18,50,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,22,50,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,54,A,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,42,A,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,46,A,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,18,50,,,,,30.0,42.0,0.0,8105.0
1,3582,540,34,58,1,66,50,A,,,,,30.0,42.0,0.0,8105.0
2,594,635,38,34,1,90,46,A,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,74,22,D,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,38,26,38,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,3,86,26,66,34.0,58,38.0,A,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,94,54,A,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,74,18,D,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,38,18,D,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,94,50,A,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,94,18,D,,,,,26.0,38.0,0.0,9517.0
2,594,635,38,34,1,94,82,A,,,,,26.0,38.0,0.0,9517.0
0,2366,157,94,66,1,98,10,D,,,,,86.0,94.0,0.0,2366.0
0,2366,157,94,66,3,94,50,94,54.0,94,82.0,94,86.0,94.0,0.0,2366.0
0,2366,157,94,66,3,98,18,98,22.0,94,30.0,D,86.0,94.0,0.0,2366.0
0,2366,157,94,66,3,98,42,98,78.0,94,86.0,94,86.0,94.0,0.0,2366.0
0,2366,157,94,66,3,98,22,98,70.0,94,70.0,94,86.0,94.0,0.0,2366.0
0,2366,157,94,66,3,98,26,98,26.0,94,26.0,D,86.0,94.0,0.0,2366.0
0,2366,157,94,66,1,98,46,D,,,,,86.0,94.0,0.0,2366.0
0,2366,157,94,66,2,94,38,94,62.0,D,,,86.0,94.0,0.0,2366.0
0,2366,157,94,66,1,94,14,D,,,,,86.0,94.0,0.0,2366.0
0,2366,157,94,66,2,98,66,98,74.0,D,,,86.0,94.0,0.0,2366.0
0,2366,157,94,66,1,98,66,D,,,,,86.0,94.0,0.0,2366.0
0,2765,184,98,82,1,98,30,D,,,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,2,98,38,98,46.0,D,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,2,98,18,98,30.0,D,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,1,98,62,D,,,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,1,98,18,D,,,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,2,98,82,98,82.0,D,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,2,98,58,98,58.0,D,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,1,98,34,D,,,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,1,98,70,D,,,,,82.0,98.0,0.0,2765.0
0,2765,184,98,82,1,98,46,D,,,,,82.0,98.0,0.0,2765.0
1,4286,587,46,54,1,70,42,58,,,,,42.0,50.0,0.0,8809.0
1,4286,587,46,54,1,70,58,A,,,,,42.0,50.0,0.0,8809.0
1,4286,587,46,54,2,74,14,58,50.0,A,,,42.0,50.0,0.0,8809.0
1,4286,587,46,54,1,70,22,58,,,,,42.0,50.0,0.0,8809.0
1,3419,529,62,70,2,82,54,70,62.0,66,,,62.0,62.0,0.0,7942.0
1,3419,529,62,70,3,78,26,70,26.0,66,42.0,66,62.0,62.0,0.0,7942.0
1,3419,529,62,70,1,82,38,70,,,,,62.0,62.0,0.0,7942.0
1,3419,529,62,70,2,82,66,70,66.0,A,,,62.0,62.0,0.0,7942.0
1,3419,529,62,70,1,82,14,70,,,,,62.0,62.0,0.0,7942.0
1,3419,529,62,70,1,82,50,70,,,,,62.0,62.0,0.0,7942.0
1,3419,529,62,70,3,82,34,74,42.0,66,50.0,62,62.0,62.0,0.0,7942.0
1,3419,529,62,70,3,78,38,70,46.0,66,58.0,62,62.0,62.0,0.0,7942.0
1,3419,529,62,70,3,78,10,70,14.0,66,18.0,62,62.0,62.0,0.0,7942.0
1,3419,529,62,70,2,82,22,74,70.0,A,,,62.0,62.0,0.0,7942.0
1,3419,529,62,70,1,78,18,70,,,,,62.0,62.0,0.0,7942.0
1,3776,553,70,70,3,86,42,78,42.0,74,58.0,D,70.0,70.0,0.0,8299.0
1,3776,553,70,70,3,86,62,78,62.0,74,70.0,74,70.0,70.0,0.0,8299.0
1,3776,553,70,70,3,86,58,78,62.0,74,62.0,70,70.0,70.0,0.0,8299.0
1,3776,553,70,70,3,82,62,74,62.0,74,62.0,74,70.0,70.0,0.0,8299.0
1,3776,553,70,70,2,82,18,74,58.0,D,,,70.0,70.0,0.0,8299.0
2,3129,804,70,82,1,98,58,70,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,86,10,D,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,3,70,46,70,54.0,70,66.0,70,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,78,10,D,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,86,46,74,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,74,42,D,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,3,70,62,70,62.0,70,62.0,70,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,86,22,D,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,82,42,D,,,,,66.0,70.0,0.0,12052.0
2,3129,804,70,82,3,70,46,70,54.0,70,58.0,70,66.0,70.0,0.0,12052.0
2,3129,804,70,82,1,86,42,D,,,,,66.0,70.0,0.0,12052.0
1,873,360,54,62,2,78,42,66,46.0,58,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,2,78,50,66,54.0,58,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,2,78,54,66,58.0,A,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,1,74,50,62,,,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,1,78,18,66,,,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,1,74,46,62,,,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,1,78,30,66,,,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,1,74,30,62,,,,,54.0,58.0,0.0,5396.0
1,873,360,54,62,3,74,18,62,50.0,58,50.0,D,54.0,58.0,0.0,5396.0
1,873,360,54,62,2,74,30,62,30.0,58,,,54.0,58.0,0.0,5396.0
1,1633,410,42,58,1,70,38,54,,,,,38.0,54.0,0.0,6156.0
1,1633,410,42,58,1,70,38,54,,,,,38.0,54.0,0.0,6156.0
1,1633,410,42,58,1,70,38,54,,,,,38.0,54.0,0.0,6156.0
1,1633,410,42,58,1,70,14,54,,,,,38.0,54.0,0.0,6156.0
1,2269,453,66,46,2,82,30,78,34.0,D,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,2,82,26,70,38.0,D,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,3,82,22,66,26.0,66,30.0,D,54.0,66.0,0.0,6792.0
1,2269,453,66,46,2,82,22,74,30.0,D,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,3,82,18,82,46.0,70,46.0,D,54.0,66.0,0.0,6792.0
1,2269,453,66,46,3,82,18,66,22.0,66,34.0,D,54.0,66.0,0.0,6792.0
1,2269,453,66,46,1,82,26,D,,,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,1,82,50,D,,,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,1,82,38,66,,,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,1,82,46,74,,,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,3,82,46,78,50.0,74,54.0,66,54.0,66.0,0.0,6792.0
1,2269,453,66,46,1,82,38,66,,,,,54.0,66.0,0.0,6792.0
1,2269,453,66,46,2,82,10,74,10.0,70,,,54.0,66.0,0.0,6792.0
2,2716,777,82,86,1,94,14,D,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,3,90,58,90,74.0,82,74.0,82,74.0,82.0,0.0,11639.0
2,2716,777,82,86,3,90,58,82,58.0,82,58.0,82,74.0,82.0,0.0,11639.0
2,2716,777,82,86,3,86,54,86,62.0,82,62.0,82,74.0,82.0,0.0,11639.0
2,2716,777,82,86,3,98,50,94,74.0,90,74.0,90,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,86,50,82,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,98,34,D,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,90,30,D,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,90,34,D,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,82,22,D,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,94,58,86,,,,,74.0,82.0,0.0,11639.0
2,2716,777,82,86,3,94,74,86,74.0,86,82.0,A,74.0,82.0,0.0,11639.0
2,2716,777,82,86,1,98,30,D,,,,,74.0,82.0,0.0,11639.0
2,2437,758,30,10,1,90,10,D,,,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,1,90,10,D,,,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,2,46,26,38,26.0,30,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,1,50,42,A,,,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,1,50,38,A,,,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,1,70,18,D,,,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,1,38,22,34,,,,,26.0,30.0,0.0,11360.0
2,2437,758,30,10,1,58,18,D,,,,,26.0,30.0,0.0,11360.0
0,417,27,86,94,2,98,30,86,34.0,D,,,82.0,86.0,0.0,417.0
0,417,27,86,94,1,94,14,86,,,,,82.0,86.0,0.0,417.0
0,417,27,86,94,2,94,30,86,82.0,D,,,82.0,86.0,0.0,417.0
0,417,27,86,94,2,90,10,86,10.0,D,,,82.0,86.0,0.0,417.0
0,417,27,86,94,1,90,26,D,,,,,82.0,86.0,0.0,417.0
0,417,27,86,94,2,90,14,86,78.0,86,,,82.0,86.0,0.0,417.0
0,417,27,86,94,2,86,14,86,18.0,D,,,82.0,86.0,0.0,417.0
0,417,27,86,94,1,98,18,D,,,,,82.0,86.0,0.0,417.0
0,417,27,86,94,1,94,14,D,,,,,82.0,86.0,0.0,417.0
0,417,27,86,94,2,98,10,90,10.0,90,,,82.0,86.0,0.0,417.0
0,417,27,86,94,1,90,70,86,,,,,82.0,86.0,0.0,417.0
0,417,27,86,94,1,98,22,86,,,,,82.0,86.0,0.0,417.0
2,1213,676,90,66,1,98,22,D,,,,,34.0,90.0,0.0,10136.0
2,1213,676,90,66,1,94,14,D,,,,,34.0,90.0,0.0,10136.0
2,1213,676,90,66,1,90,10,D,,,,,34.0,90.0,0.0,10136.0
2,1213,676,90,66,1,94,10,D,,,,,34.0,90.0,0.0,10136.0
2,1213,676,90,66,1,94,34,D,,,,,34.0,90.0,0.0,10136.0
1,2973,500,42,22,3,70,22,70,22.0,62,22.0,D,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,30,D,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,34,58,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,2,70,22,42,30.0,42,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,34,70,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,2,70,14,50,46.0,A,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,30,66,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,14,66,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,38,46,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,18,D,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,2,70,10,46,18.0,46,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,1,70,30,58,,,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,2,70,58,70,66.0,A,,,38.0,42.0,0.0,7496.0
1,2973,500,42,22,3,70,18,62,18.0,42,18.0,42,38.0,42.0,0.0,7496.0
1,4369,593,18,42,1,58,38,A,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,42,A,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,46,A,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,10,34,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,18,34,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,10,34,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,38,A,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,18,34,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,18,34,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,18,34,,,,,18.0,34.0,0.0,8892.0
1,4369,593,18,42,1,58,10,34,,,,,18.0,34.0,0.0,8892.0
2,2729,777,86,74,1,86,34,D,,,,,34.0,86.0,0.0,11652.0
2,2729,777,86,74,1,86,10,D,,,,,34.0,86.0,0.0,11652.0
2,2729,777,86,74,1,94,22,D,,,,,34.0,86.0,0.0,11652.0
0,1121,74,38,54,1,86,34,58,,,,,34.0,38.0,0.0,1121.0
